,score,layer_sizes,epochs,learning_rate,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,loss_fn
216,111.0,"[20, 16, 12, 8]",150,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
217,159.0,"[20, 16, 12, 8]",150,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
218,173.0,"[20, 16, 12, 8]",150,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
219,144.0,"[20, 16, 12, 8]",150,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
220,165.0,"[20, 16, 12, 8]",200,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
221,172.0,"[20, 16, 12, 8]",200,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
222,163.0,"[20, 16, 12, 8]",200,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
223,164.0,"[20, 16, 12, 8]",200,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
224,131.0,"[20, 16, 12, 8]",200,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
225,183.0,"[32, 32, 32]",100,0.001,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
226,150.0,"[32, 32, 32]",100,0.002,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
227,137.0,"[32, 32, 32]",100,0.01,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
228,135.0,"[32, 32, 32]",100,0.05,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
229,161.0,"[32, 32, 32]",100,0.0001,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
230,148.0,"[32, 32, 32]",150,0.001,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
231,153.0,"[32, 32, 32]",150,0.002,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
232,134.0,"[32, 32, 32]",150,0.01,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
233,147.0,"[32, 32, 32]",150,0.05,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
234,126.0,"[32, 32, 32]",150,0.0001,0.5,0.5,0.5,3,4,5,6,sparse_categorical_crossentropy
